,path,field_change_date_2,field_letter_issue_datetime,field_company_name_warning_lette,field_issuing_office,field_issuing_office_loc_name,field_recipient_office_name,field_building,field_letter_type_1,issuing-recipient-office,field_recipient_state,field_recipient_address_administrative_area,term_node_tid,field_detailed_description_2,field_topics,topics-product,field_letter_issue_datetime_1,field_letter_type,field_associated_for_response_le,field_associated_for_closeout_le,checkresponse,changed,abs_url,company_name
81,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/opto-pharm-pte-ltd-517254-03162017,03/28/2017,03/16/2017,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/opto-pharm-pte-ltd-517254-03162017"">Opto-Pharm Pte Ltd.</a>",,Center for Drug Evaluation and Research,,Center for Drug Evaluation and Research,Warning Letter,Center for Drug Evaluation and Research,,,,CGMP/Finished Pharmaceuticals/Adulterated/Unapproved New Drug,,,2017,Warning Letter,,,,"Sat, 12/21/2019 - 03:10",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/opto-pharm-pte-ltd-517254-03162017,Opto-Pharm Pte Ltd.
82,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/day-fish-co-inc-519870-03162017,03/28/2017,03/16/2017,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/day-fish-co-inc-519870-03162017"">Day Fish Co Inc</a>",,Minneapolis District Office,,Minneapolis District Office,Warning Letter,Minneapolis District Office,,,,Seafood HACCP/CGMP for Foods/Adulterated/Insanitary Conditions,,,2017,Warning Letter,,,,"Sat, 12/21/2019 - 03:05",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/day-fish-co-inc-519870-03162017,Day Fish Co Inc
83,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/trone-health-services-inc-514999-03222017,04/03/2017,03/22/2017,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/trone-health-services-inc-514999-03222017"">Trone Health Services, Inc.</a>",,Seattle District Office,,Seattle District Office,Warning Letter,Seattle District Office,,,,Compounding Pharmacy/Adulterated Drug Products,,,2017,Warning Letter,,,,"Sat, 12/21/2019 - 03:10",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/trone-health-services-inc-514999-03222017,"Trone Health Services, Inc."
84,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/e-cig-company-507975-01172017,04/04/2017,01/17/2017,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/e-cig-company-507975-01172017"">E-Cig Company</a>",,Center for Tobacco Products,,Center for Tobacco Products,Warning Letter,Center for Tobacco Products,,,,Family Smoking Prevention and Tobacco Control Act/Section 301(tt) Violation,,,2017,Warning Letter,,,,"Sat, 12/21/2019 - 03:22",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/e-cig-company-507975-01172017,E-Cig Company
85,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/cassandra-e-curtis-md-520266-01272017,04/04/2017,01/27/2017,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/cassandra-e-curtis-md-520266-01272017"">Cassandra E. Curtis, M.D.</a>",,Center for Drug Evaluation and Research,,Center for Drug Evaluation and Research,Warning Letter,Center for Drug Evaluation and Research,Indiana,Indiana,,Clinical Investigator,,,2017,Warning Letter,,,,"Sat, 12/21/2019 - 03:08",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/cassandra-e-curtis-md-520266-01272017,"Cassandra E. Curtis, M.D."
86,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/country-favor-inc-519794-03152017,04/04/2017,03/15/2017,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/country-favor-inc-519794-03152017"">Country Favor Inc.</a>",,New York District Office,,New York District Office,Warning Letter,New York District Office,,,,Seafood HACCP/CGMP for Foods/Adulterated/Insanitary Conditions,,,2017,Warning Letter,,,,"Sat, 12/21/2019 - 03:14",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/country-favor-inc-519794-03152017,Country Favor Inc.
87,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/nobel-bakery-inc-511044-03162017,04/04/2017,03/16/2017,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/nobel-bakery-inc-511044-03162017"">Nobel Bakery, Inc.</a>",,Los Angeles District Office,,Los Angeles District Office,Warning Letter,Los Angeles District Office,,,,"CGMP/Food/Prepared, Packed or Held Under Insanitary Conditions/Adulterated",,,2017,Warning Letter,,,,"Sat, 12/21/2019 - 03:20",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/nobel-bakery-inc-511044-03162017,"Nobel Bakery, Inc."
88,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/vacunda-design-497009-03202017,04/04/2017,03/20/2017,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/vacunda-design-497009-03202017"">Vacunda &amp; Design</a>",,San Juan District Office,,San Juan District Office,Warning Letter,San Juan District Office,,,,New Drug/Misbranded,,,2017,Warning Letter,,,,"Sat, 12/21/2019 - 03:21",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/vacunda-design-497009-03202017,Vacunda & Design
89,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/iacofanos-group-llc-509873-03222017,04/04/2017,03/22/2017,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/iacofanos-group-llc-509873-03222017"">Iacofano&#039;s Group LLC</a>",,Atlanta District Office,,Atlanta District Office,Warning Letter,Atlanta District Office,South Carolina,South Carolina,,Airline Catering Facility/Labeling/Misbranded,,,2017,Warning Letter,,,,"Sat, 12/21/2019 - 04:54",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/iacofanos-group-llc-509873-03222017,Iacofano's Group LLC
90,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/h-w-farms-llc-518122-03222017,04/04/2017,03/22/2017,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/h-w-farms-llc-518122-03222017"">H &amp; W Farms LLC</a>",,Detroit District Office,,Detroit District Office,Warning Letter,Detroit District Office,,,,Juice HACCP/CGMP for Foods/Adulterated/Insanitary Conditions,,,2017,Warning Letter,,"
<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/h-w-farms-llc-518122-10102019""><time datetime=""2019-10-11T04:00:00Z"">10/11/2019</time>
</a> 
",Closeout Letters,"Sat, 12/21/2019 - 03:13",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/h-w-farms-llc-518122-03222017,H & W Farms LLC
91,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/daesang-america-inc-520294-03232017,04/04/2017,03/23/2017,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/daesang-america-inc-520294-03232017"">Daesang America Inc</a>",,New Jersey District Office,,New Jersey District Office,Warning Letter,New Jersey District Office,,,,Seafood HACCP/CGMP for Foods/Adulterated/Insanitary Conditions,,,2017,Warning Letter,,,,"Sat, 12/21/2019 - 03:21",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/daesang-america-inc-520294-03232017,Daesang America Inc
92,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/kc-innovations-inc-520084-03242017,04/04/2017,03/24/2017,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/kc-innovations-inc-520084-03242017"">KC Innovations, Inc</a>",,Kansas City District Office,,Kansas City District Office,Warning Letter,Kansas City District Office,,,,Acidified Foods/Prepared Packed or Held Under Insanitary Conditions,,,2017,Warning Letter,,,,"Sat, 12/21/2019 - 03:23",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/kc-innovations-inc-520084-03242017,"KC Innovations, Inc"
93,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/sanapac-co-inc-514139-03242017,04/04/2017,03/24/2017,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/sanapac-co-inc-514139-03242017"">Sanapac Co., Inc.</a>",,Philadelphia District Office,,Philadelphia District Office,Warning Letter,Philadelphia District Office,,,,CGMP/Dietary Supplement/Adulterated/Misbranded,,,2017,Warning Letter,,"
<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/sanapac-co-inc-514139-04062020""><time datetime=""2020-04-13T04:00:00Z"">04/13/2020</time>
</a> 
",Closeout Letters,"Mon, 04/13/2020 - 15:05",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/sanapac-co-inc-514139-03242017,"Sanapac Co., Inc."
94,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/enclara-pharmacia-inc-513262-03292017,04/10/2017,03/29/2017,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/enclara-pharmacia-inc-513262-03292017"">Enclara Pharmacia Inc</a>",,Philadelphia District Office,,Philadelphia District Office,Warning Letter,Philadelphia District Office,Pennsylvania,Pennsylvania,,Drug Product/Adulterated,,,2017,Warning Letter,,,,"Sat, 12/21/2019 - 03:12",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/enclara-pharmacia-inc-513262-03292017,Enclara Pharmacia Inc
95,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/mylan-laboratories-limited-nashik-fdf-517906-04032017,04/10/2017,04/03/2017,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/mylan-laboratories-limited-nashik-fdf-517906-04032017"">Mylan Laboratories Limited, (Nashik FDF)</a>",,Center for Drug Evaluation and Research,,Center for Drug Evaluation and Research,Warning Letter,Center for Drug Evaluation and Research,Pennsylvania,Pennsylvania,,CGMP/Finished Pharmaceuticals/Adulterated,,,2017,Warning Letter,,,,"Tue, 02/16/2021 - 06:25",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/mylan-laboratories-limited-nashik-fdf-517906-04032017,"Mylan Laboratories Limited, (Nashik FDF)"
96,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/indoco-remedies-limited-514601-03272017,04/11/2017,03/27/2017,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/indoco-remedies-limited-514601-03272017"">Indoco Remedies Limited</a>",,Center for Drug Evaluation and Research,,Center for Drug Evaluation and Research,Warning Letter,Center for Drug Evaluation and Research,,,,CGMP/Finished Pharmaceuticals/Adulterated,,,2017,Warning Letter,,,,"Sat, 12/21/2019 - 03:11",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/indoco-remedies-limited-514601-03272017,Indoco Remedies Limited
97,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/professional-arts-pharmacy-518272-04032017,04/11/2017,04/03/2017,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/professional-arts-pharmacy-518272-04032017"">Professional Arts Pharmacy</a>",,Baltimore District Office,,Baltimore District Office,Warning Letter,Baltimore District Office,,,,Drug Product/Adulterated,,,2017,Warning Letter,,"
<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/maryland-specialty-and-compounding-pharmacy-llc-formerly-professional-arts-518272-03112019""><time datetime=""2019-03-18T04:00:00Z"">03/18/2019</time>
</a> 
",Closeout Letters,"Tue, 02/25/2020 - 08:15",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/professional-arts-pharmacy-518272-04032017,Professional Arts Pharmacy
98,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/jus-bar-llc-511976-04052017,04/11/2017,04/05/2017,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/jus-bar-llc-511976-04052017"">Jus Bar LLC</a>",,New York District Office,,New York District Office,Warning Letter,New York District Office,,,,Unapproved New Drugs/Misbranded,,,2017,Warning Letter,,,,"Sat, 12/21/2019 - 03:21",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/jus-bar-llc-511976-04052017,Jus Bar LLC
99,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/abbott-st-jude-medical-inc-519686-04122017,04/12/2017,04/12/2017,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/abbott-st-jude-medical-inc-519686-04122017"">Abbott (St Jude Medical Inc.)</a>",,Center for Devices and Radiological Health,,Center for Devices and Radiological Health,Warning Letter,Center for Devices and Radiological Health,,,,CGMP/QSR/Manufacture/Packing/Storage/Installation/Adulterated,,,2017,Warning Letter,,"
<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/abbott-519686-04282020""><time datetime=""2020-05-07T04:00:00Z"">05/07/2020</time>
</a> 
",Closeout Letters,"Thu, 05/07/2020 - 14:16",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/abbott-st-jude-medical-inc-519686-04122017,Abbott (St Jude Medical Inc.)
100,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/itc-global-trading-inc-dba-itc-intertrade-inc-518549-04042017,04/18/2017,04/04/2017,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/itc-global-trading-inc-dba-itc-intertrade-inc-518549-04042017"">ITC Global Trading, Inc dba ITC Intertrade, Inc. </a>",,,,Southwest Import District,Warning Letter,Southwest Import District,,Texas,Food &amp; Beverages,Seafood HACCP/CGMP for Foods/Adulterated/Insanitary Conditions,,Food &amp; Beverages,2017,Warning Letter,,,,"Mon, 03/09/2020 - 08:54",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/itc-global-trading-inc-dba-itc-intertrade-inc-518549-04042017,"ITC Global Trading, Inc dba ITC Intertrade, Inc. "
101,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/c-b-croissants-corporation-518530-03092017,04/18/2017,03/09/2017,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/c-b-croissants-corporation-518530-03092017"">C &amp; B Croissants Corporation</a>",,Los Angeles District Office,,Los Angeles District Office,Warning Letter,Los Angeles District Office,,,,"CGMP Food/Prepared, Packed or Held Under Insanitary Conditions/Adulterated  ",,,2017,Warning Letter,,,,"Sat, 12/21/2019 - 03:14",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/c-b-croissants-corporation-518530-03092017,C & B Croissants Corporation
102,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/miyaquil-sa-518597-03152017,04/18/2017,03/15/2017,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/miyaquil-sa-518597-03152017"">MIYAQUIL SA</a>",,Center for Food Safety and Applied Nutrition,,Center for Food Safety and Applied Nutrition,Warning Letter,Center for Food Safety and Applied Nutrition,,,,Seafood HACCP/CGMP for Foods/Adulterated/Insanitary Conditions,,,2017,Warning Letter,,,,"Sat, 12/21/2019 - 03:23",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/miyaquil-sa-518597-03152017,MIYAQUIL SA
103,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/targeted-medical-pharma-inc-dba-physician-therapeutics-510913-03292017,04/18/2017,03/29/2017,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/targeted-medical-pharma-inc-dba-physician-therapeutics-510913-03292017"">Targeted Medical Pharma, Inc. dba Physician Therapeutics</a>",,Center for Drug Evaluation and Research,,Center for Drug Evaluation and Research,Warning Letter,Center for Drug Evaluation and Research,,,,Sponsor/Investrigator,,,2017,Warning Letter,,,,"Sat, 12/21/2019 - 03:24",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/targeted-medical-pharma-inc-dba-physician-therapeutics-510913-03292017,"Targeted Medical Pharma, Inc. dba Physician Therapeutics"
104,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/si-marketing-inc-521356-04042017,04/18/2017,04/04/2017,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/si-marketing-inc-521356-04042017"">SI Marketing Inc.</a>",,San Francisco District Office,,San Francisco District Office,Warning Letter,San Francisco District Office,Hawaii,Hawaii,,Seafood HACCP/CGMP for Foods/Adulterated/Insanitary Conditions,,,2017,Warning Letter,,"
<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/si-marketing-inc-521356-04152019""><time datetime=""2019-04-24T04:00:00Z"">04/24/2019</time>
</a> 
",Closeout Letters,"Tue, 02/25/2020 - 11:01",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/si-marketing-inc-521356-04042017,SI Marketing Inc.
105,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/safe-harbour-seafood-inc-520451-04102017,04/18/2017,04/10/2017,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/safe-harbour-seafood-inc-520451-04102017"">Safe Harbour Seafood, Inc</a>",,New Orleans District Office,,New Orleans District Office,Warning Letter,New Orleans District Office,,,,Seafood HACCP/CGMP for Foods/Adulterated/Insanitary Conditions,,,2017,Warning Letter,,,,"Sat, 12/21/2019 - 03:11",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/safe-harbour-seafood-inc-520451-04102017,"Safe Harbour Seafood, Inc"
106,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/teva-pharmaceutical-and-chemical-hangzhou-co-ltd-516381-04052017,04/24/2017,04/05/2017,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/teva-pharmaceutical-and-chemical-hangzhou-co-ltd-516381-04052017"">Teva Pharmaceutical and Chemical (Hangzhou) Co. Ltd.</a>",,Center for Drug Evaluation and Research,,Center for Drug Evaluation and Research,Warning Letter,Center for Drug Evaluation and Research,,,,CGMP/Active Pharmaceutical Ingredient (API)/Adulterated,,,2017,Warning Letter,,"
<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/teva-pharmaceutical-and-chemical-hangzhou-co-ltd-516381-04252018""><time datetime=""2018-04-26T07:24:00Z"">04/26/2018</time>
</a> 
",Closeout Letters,"Mon, 03/09/2020 - 11:15",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/teva-pharmaceutical-and-chemical-hangzhou-co-ltd-516381-04052017,Teva Pharmaceutical and Chemical (Hangzhou) Co. Ltd.
107,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/bebe-toys-manufactory-ltd-512794-04062017,04/24/2017,04/06/2017,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/bebe-toys-manufactory-ltd-512794-04062017"">Bebe Toys Manufactory Ltd.</a>",,Center for Devices and Radiological Health,,Center for Devices and Radiological Health,Warning Letter,Center for Devices and Radiological Health,,,,CGMP/QSR/Medical Devices/Adulterated,,,2017,Warning Letter,,,,"Sat, 12/21/2019 - 04:38",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/bebe-toys-manufactory-ltd-512794-04062017,Bebe Toys Manufactory Ltd.
108,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/divis-laboratories-ltd-unit-ii-518434-04132017,04/24/2017,04/13/2017,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/divis-laboratories-ltd-unit-ii-518434-04132017"">Divi&#039;s Laboratories Ltd. (Unit II)</a>",,Center for Drug Evaluation and Research,,Center for Drug Evaluation and Research,Warning Letter,Center for Drug Evaluation and Research,,,,CGMP/Active Pharmaceutical Ingredient (API)/Adulterated/Refused Inspection,,,2017,Warning Letter,,"
<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/divis-laboratories-ltd-unit-ii-518434-11072017""><time datetime=""2017-11-09T08:30:00Z"">11/09/2017</time>
</a> 
",Closeout Letters,"Fri, 10/09/2020 - 10:15",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/divis-laboratories-ltd-unit-ii-518434-04132017,Divi's Laboratories Ltd. (Unit II)
109,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/genetic-edge-compounds-llc-510403-04142017,04/24/2017,04/14/2017,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/genetic-edge-compounds-llc-510403-04142017"">Genetic Edge Compounds LLC</a>",,Dallas District Office,,Dallas District Office,Warning Letter,Dallas District Office,Texas,Texas,,CGMP/Dietary Supplement/Adulterated/Misbranded,,,2017,Warning Letter,,"
<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/genetic-edge-compounds-510403-06052018""><time datetime=""2018-06-11T10:52:00Z"">06/11/2018</time>
</a> 
",Closeout Letters,"Tue, 10/06/2020 - 10:36",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/genetic-edge-compounds-llc-510403-04142017,Genetic Edge Compounds LLC
110,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/doctorvickscom-512642-04172017,04/24/2017,04/17/2017,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/doctorvickscom-512642-04172017"">DoctorVicks.com</a>",,New York District Office,,New York District Office,Warning Letter,New York District Office,New York,New York,,Unapproved New Drugs/Misbranded,,,2017,Warning Letter,,"
<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/doctorvickscom-512642-02022018""><time datetime=""2018-02-02T08:37:00Z"">02/02/2018</time>
</a> 
",Closeout Letters,"Fri, 10/09/2020 - 10:15",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/doctorvickscom-512642-04172017,DoctorVicks.com
111,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/stoney-ridge-farm-llc-517412-04182017,04/24/2017,04/18/2017,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/stoney-ridge-farm-llc-517412-04182017"">Stoney Ridge Farm, LLC</a>",,Seattle District Office,,Seattle District Office,Warning Letter,Seattle District Office,Washington,Washington,,Juice HACCP/CGMP for Foods/Adulterated/Insanitary Conditions,,,2017,Warning Letter,,"
<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/stoney-ridge-farm-llc-517412-04022018""><time datetime=""2018-04-03T11:02:00Z"">04/03/2018</time>
</a> 
",Closeout Letters,"Mon, 03/09/2020 - 11:50",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/stoney-ridge-farm-llc-517412-04182017,"Stoney Ridge Farm, LLC"
112,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/exact-rx-inc-518302-04192017,04/24/2017,04/19/2017,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/exact-rx-inc-518302-04192017"">Exact-Rx Inc</a>",,Center for Drug Evaluation and Research,,Center for Drug Evaluation and Research,Warning Letter,Center for Drug Evaluation and Research,,,,Failure to Register and List,,,2017,Warning Letter,,,,"Sat, 12/21/2019 - 03:20",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/exact-rx-inc-518302-04192017,Exact-Rx Inc
113,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/american-specialty-pharmacy-513239-04042017,04/25/2017,04/04/2017,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/american-specialty-pharmacy-513239-04042017"">American Specialty Pharmacy</a>",,Dallas District Office,,Dallas District Office,Warning Letter,Dallas District Office,,,,Drug Product/Adulterated,,,2017,Warning Letter,,"
<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/american-specialty-pharmacy-07282017""><time datetime=""2017-08-02T09:33:00Z"">08/02/2017</time>
</a> 
",Closeout Letters,"Thu, 02/13/2020 - 10:16",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/american-specialty-pharmacy-513239-04042017,American Specialty Pharmacy
114,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/caudill-seed-warehouse-inc-512640-04142017,04/25/2017,04/14/2017,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/caudill-seed-warehouse-inc-512640-04142017"">Caudill Seed &amp; Warehouse Inc</a>",,Cincinnati District Office,,Cincinnati District Office,Warning Letter,Cincinnati District Office,,,,Unapproved New Drugs/Misbranded,,,2017,Warning Letter,,,,"Sat, 12/21/2019 - 03:25",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/caudill-seed-warehouse-inc-512640-04142017,Caudill Seed & Warehouse Inc
115,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/vibrant-health-store-llc-513218-04172017,04/25/2017,04/17/2017,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/vibrant-health-store-llc-513218-04172017"">Vibrant Health Store, LLC</a>",,Seattle District Office,,Seattle District Office,Warning Letter,Seattle District Office,,,,Unapproved New Drugs/Misbranded,,,2017,Warning Letter,,,,"Sat, 12/21/2019 - 03:26",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/vibrant-health-store-llc-513218-04172017,"Vibrant Health Store, LLC"
116,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/healing-within-products-services-inc-513213-04172017,04/25/2017,04/17/2017,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/healing-within-products-services-inc-513213-04172017"">Healing Within Products &amp; Services, Inc.</a>",,San Francisco District Office,,San Francisco District Office,Warning Letter,San Francisco District Office,,,,Unapproved New Drugs/Misbranded,,,2017,Warning Letter,,,,"Sat, 12/21/2019 - 03:29",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/healing-within-products-services-inc-513213-04172017,"Healing Within Products & Services, Inc."
117,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/amazing-sour-sop-inc-512798-04172017,04/25/2017,04/17/2017,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/amazing-sour-sop-inc-512798-04172017"">Amazing Sour Sop, Inc.</a>",,Florida District Office,,Florida District Office,Warning Letter,Florida District Office,,,,Unapproved New Drugs/Misbranded,,,2017,Warning Letter,,,,"Sat, 12/21/2019 - 03:26",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/amazing-sour-sop-inc-512798-04172017,"Amazing Sour Sop, Inc."
118,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/natures-treasures-513202-04172017,04/25/2017,04/17/2017,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/natures-treasures-513202-04172017"">Nature&#039;s Treasures</a>",,Los Angeles District Office,,Los Angeles District Office,Warning Letter,Los Angeles District Office,,,Animal &amp; Veterinary,Unapproved New Drugs/Misbranded,,Animal &amp; Veterinary,2017,Warning Letter,,,,"Sat, 12/21/2019 - 03:29",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/natures-treasures-513202-04172017,Nature's Treasures
119,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/aie-pharmaceuticals-inc-512100-04172017,04/25/2017,04/17/2017,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/aie-pharmaceuticals-inc-512100-04172017"">Aie Pharmaceuticals Inc</a>",,Los Angeles District Office,,Los Angeles District Office,Warning Letter,Los Angeles District Office,,,,Unapproved New Drugs/Misbranded,,,2017,Warning Letter,,,,"Sat, 12/21/2019 - 03:26",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/aie-pharmaceuticals-inc-512100-04172017,Aie Pharmaceuticals Inc
